Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1997-04-29,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,139
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,1997-04-30,EXPRESSJET (CONTINENTAL EXPRS),Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,210
WILL ROGERS WORLD ARPT,B-727,Substantial,1997-04-30,FEDEX EXPRESS,Oklahoma,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
MEMPHIS INTL,DC-10-10,Minor,1997-04-30,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1997-04-30,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,None,1997-04-30,UNITED AIRLINES,North Carolina,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1997-04-30,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Dusk,0,0,0,160
WASHINGTON DULLES INTL ARPT,FOKKER F100,None,1997-04-30,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Night,0,0,0,180
MEMPHIS INTL,B-727-100,None,1997-04-30,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140
LOUISVILLE INTL ARPT,DC-8,None,1997-05-01,UPS AIRLINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1997-05-01,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,180
NEWARK LIBERTY INTL ARPT,FOKKER F100,None,1997-05-01,AMERICAN AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,135
AUSTIN-BERGSTROM INTL,B-737-300,None,1997-05-01,AMERICA WEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,210
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1997-05-02,AMERICAN AIRLINES,Illinois,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,90
SALT LAKE CITY INTL,B-727-200,None,1997-05-02,FEDEX EXPRESS,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CHICAGO MIDWAY INTL ARPT,B-737-300,Substantial,1997-05-03,SOUTHWEST AIRLINES,Illinois,Take-off run,Large,Unknown bird - large,Day,0,0,0,130
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Minor,1997-05-03,ATLANTIC COAST AIRLINES,DC,Landing Roll,Large,Canada goose,Day,0,0,0,90
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1997-05-03,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,
SAN ANTONIO INTL,B-737-300,None,1997-05-04,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
RONALD REAGAN WASHINGTON NATL,DHC8 DASH 8,None,1997-05-04,PIEDMONT AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,90
ATLANTIC CITY INTL,B-737-200,None,1997-05-05,ATLANTIC SOUTHEAST,New Jersey,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140
SAN ANTONIO INTL,B-737-300,None,1997-05-05,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
SALT LAKE CITY INTL,EMB-120,None,1997-05-06,SKYWEST AIRLINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,
AUSTIN-BERGSTROM INTL,B-727-200,None,1997-05-06,FEDEX EXPRESS,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
DENVER INTL AIRPORT,DHC8 DASH 8,None,1997-05-07,MESA AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BALTIMORE WASH INTL,B-737-500,None,1997-05-07,SOUTHWEST AIRLINES,Maryland,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
WASHINGTON DULLES INTL ARPT,DC-9-30,None,1997-05-08,NORTHWEST AIRLINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100
INDIANAPOLIS INTL,B-727-200,None,1997-05-08,FEDEX EXPRESS,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
SEATTLE-TACOMA INTL,MD-80,None,1997-05-08,AMERICAN AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
WASHINGTON DULLES INTL ARPT,MD-80,None,1997-05-08,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,155
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,1997-05-10,COMAIR AIRLINES,Kentucky,Climb,Large,Unknown bird - large,Day,0,0,0,170
GREATER PITTSBURGH,B-737-400,None,1997-05-11,PIEDMONT AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,145
GREATER PITTSBURGH,BE-1900,None,1997-05-12,MESA AIRLINES,Pennsylvania,Approach,Large,Great blue heron,Day,0,0,0,125
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,1997-05-12,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,150
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,1997-05-12,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,DC-9,None,1997-05-12,NORTHWEST AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,SA226 TC,Minor,1997-05-13,BUSINESS,Louisiana,Descent,Medium,Unknown bird - medium,Day,0,0,0,200
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,1997-05-13,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,130
ORLANDO INTL,DC-10,None,1997-05-14,FEDEX EXPRESS,Florida,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
GEORGE BUSH INTERCONTINENTAL,A-300,None,1997-05-14,FEDEX EXPRESS,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,190
LIHUE ARPT,DC-9,None,1997-05-14,HAWAIIAN AIR,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,
MEMPHIS INTL,A-300,None,1997-05-14,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,160
MEMPHIS INTL,A-300,None,1997-05-14,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,220
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1997-05-15,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),MD-80,None,1997-05-15,AMERICAN AIRLINES,Oregon,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,B-727-100,None,1997-05-15,FEDEX EXPRESS,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-83,None,1997-05-15,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
MEMPHIS INTL,A-310,None,1997-05-15,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,220
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1997-05-16,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
MEMPHIS INTL,A-300,None,1997-05-16,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,170
GREATER PITTSBURGH,DC-9-30,None,1997-05-17,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,175
SACRAMENTO INTL,MD-80,None,1997-05-18,TRANS WORLD AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,B-737-300,None,1997-05-18,UNITED AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,B-737,None,1997-05-19,UNITED AIRLINES,Indiana,Climb,Small,Killdeer,Day,0,0,0,
KANSAS CITY INTL,B-727-200,None,1997-05-19,AMERICAN AIRLINES,Missouri,Landing Roll,Small,Mourning dove,Day,0,0,0,120
ATLANTIC CITY INTL,B-737,None,1997-05-19,ATLANTIC SOUTHEAST,New Jersey,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,1997-05-20,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
NEWARK LIBERTY INTL ARPT,B-757-200,None,1997-05-20,DELTA AIR LINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
ATLANTIC CITY INTL,EMB-120,None,1997-05-20,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Small,Unknown bird - small,Dusk,0,0,0,130
LAMBERT-ST LOUIS INTL,B-767-200,None,1997-05-21,TRANS WORLD AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-83,None,1997-05-21,AMERICAN AIRLINES,Texas,Climb,Small,Mourning dove,Day,0,0,0,150
RONALD REAGAN WASHINGTON NATL,B-727-200,None,1997-05-21,DELTA AIR LINES,DC,Landing Roll,Small,European starling,Day,0,0,0,130
MINNEAPOLIS-ST PAUL INTL,FOKKER F100,None,1997-05-21,AMERICAN AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,140
PORTLAND INTL (OR),B-737-400,None,1997-05-22,ALASKA AIRLINES,Oregon,Approach,Small,European starling,Day,0,0,0,135
PHILADELPHIA INTL,B-737-300,None,1997-05-22,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,165
BALTIMORE WASH INTL,B-757-200,Substantial,1997-05-23,DELTA AIR LINES,Maryland,Approach,Medium,Red-tailed hawk,Day,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,B-727,None,1997-05-23,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
GREATER PITTSBURGH,BA-31 JETSTR,None,1997-05-23,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,1997-05-25,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,140
PHOENIX SKY HARBOR,A-320,None,1997-05-26,AMERICA WEST AIRLINES,Arizona,Approach,Large,Unknown bird - large,Night,0,0,0,140
WASHINGTON DULLES INTL ARPT,DC-9,None,1997-05-27,AIR CANADA,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,B-737-200,Minor,1997-05-28,US AIRWAYS*,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,B-757-200,None,1997-05-28,DELTA AIR LINES,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,145
MINETA SAN JOSE INTL,B-737-300,None,1997-05-28,SOUTHWEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,B-727-100,None,1997-05-28,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,190
MINETA SAN JOSE INTL,C-340,None,1997-05-29,BUSINESS,California,Take-off run,Large,Turkey vulture,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,KC-135R,None,1997-05-29,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1997-05-29,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,165
LOUISVILLE INTL ARPT,B-737-300,None,1997-05-29,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,170
ATLANTA INTL,B-727-200,None,1997-05-30,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
SALT LAKE CITY INTL,B-727,None,1997-05-30,FEDEX EXPRESS,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,
ORLANDO INTL,B-757-200,None,1997-05-31,NORTHWEST AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,150
SACRAMENTO INTL,B-737-300,None,1997-06-01,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,DC-9,Medium,1997-06-01,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,145
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1997-06-02,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160
GEORGE BUSH INTERCONTINENTAL,C-21A,None,1997-06-02,MILITARY,Texas,Climb,Medium,Unknown bird or bat,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1997-06-02,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
ORLANDO INTL,B-737-300,None,1997-06-02,US AIRWAYS*,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,150
RONALD REAGAN WASHINGTON NATL,DORNIER 328,None,1997-06-03,PIEDMONT AIRLINES,DC,Take-off run,Medium,Herring gull,Day,0,0,0,
ORLANDO INTL,DHC8 DASH 8,None,1997-06-03,PIEDMONT AIRLINES,Florida,Taxi,Small,Mourning dove,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,1997-06-04,ATLANTIC COAST AIRLINES,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
CHICAGO O'HARE INTL ARPT,BA-146,None,1997-06-04,AIR WISCONSIN AIRLINES,Illinois,Approach,Medium,Red-tailed hawk,Day,0,0,0,
JOHN F KENNEDY INTL,B-767-300,None,1997-06-04,AMERICAN AIRLINES,New York,Approach,Medium,Herring gull,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,A-320,None,1997-06-04,AIR CANADA,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,BE-1900,Minor,1997-06-04,MESA AIRLINES,Pennsylvania,Descent,Small,Unknown bird - small,Day,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,MD-88,None,1997-06-04,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1997-06-05,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,B-737,None,1997-06-06,BUSINESS,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1997-06-06,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
RONALD REAGAN WASHINGTON NATL,B-737-300,None,1997-06-06,US AIRWAYS*,DC,Descent,Small,Unknown bird - small,Day,0,0,0,
INDIANAPOLIS INTL,MD-82,None,1997-06-07,US AIRWAYS*,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1997-06-07,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
METRO OAKLAND INTL,B-737-300,None,1997-06-08,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,IAI-1124,None,1997-06-09,BUSINESS,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DA-20 FALCON,None,1997-06-09,BUSINESS,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,E-6,None,1997-06-09,MILITARY,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1997-06-11,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
LIHUE ARPT,B-727-200,None,1997-06-12,ALOHA AIRLINES,Hawaii,Take-off run,Small,Short-eared owl,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1997-06-12,AMERICAN AIRLINES,Texas,Approach,Small,Mourning dove,Dusk,0,0,0,128
NEW ORLEANS INTL,B-737-200,Substantial,1997-06-13,DELTA AIR LINES,Louisiana,Climb,Medium,Unknown bird - medium,Dawn,0,144634,144634,
MINETA SAN JOSE INTL,MD-83,None,1997-06-13,ALASKA AIRLINES,California,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,110
CHICAGO MIDWAY INTL ARPT,A-320,Minor,1997-06-14,AMERICA WEST AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,138
LOUISVILLE INTL ARPT,DC-9,None,1997-06-14,NORTHWEST AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
LAGUARDIA NY,BE-1900,Minor,1997-06-16,MESA AIRLINES,New York,Climb,Large,Unknown bird - large,Day,14463,14463,28926,125
PORTLAND INTL (OR),MD-11,None,1997-06-16,DELTA AIR LINES,Oregon,Take-off run,Large,Great blue heron,Day,0,0,0,
WILL ROGERS WORLD ARPT,E-6,None,1997-06-16,MILITARY,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,140
PHOENIX SKY HARBOR,A-320,None,1997-06-17,AIR CANADA,Arizona,Approach,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-767-200,None,1997-06-17,DELTA AIR LINES,Oregon,Approach,Small,European starling,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1997-06-19,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,155
LAGUARDIA NY,DC-9,None,1997-06-19,AMERICAN AIRLINES,New York,Climb,Small,Unknown bird - small,Day,0,0,0,165
DENVER INTL AIRPORT,MD-82,None,1997-06-19,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
INDIANAPOLIS INTL,B-727,None,1997-06-19,FEDEX EXPRESS,Indiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,90
ORLANDO INTL,MD-82,None,1997-06-20,AMERICAN AIRLINES,Florida,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,150
SAN ANTONIO INTL,B-737-300,None,1997-06-20,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
GREATER PITTSBURGH,DC-9,None,1997-06-20,NORTHWEST AIRLINES,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,Minor,1997-06-21,DELTA AIR LINES,Kentucky,Descent,Medium,Unknown bird - medium,Dawn,0,0,0,
SEATTLE-TACOMA INTL,MD-83,None,1997-06-22,ALASKA AIRLINES,Washington,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
JOHN F KENNEDY INTL,B-767,None,1997-06-23,TRANS WORLD AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
JOHN F KENNEDY INTL,B-767-200,Substantial,1997-06-24,TRANS WORLD AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,
MINNEAPOLIS-ST PAUL INTL,B-757-200,None,1997-06-25,NORTHWEST AIRLINES,Minnesota,Climb,Large,Unknown bird - large,Day,0,0,0,160
HONOLULU INTL ARPT,F-16C,None,1997-06-25,MILITARY,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,300
JOHN F KENNEDY INTL,BA-41 JETSTR,None,1997-06-26,TRANS STATES AIRLINES,New York,Landing Roll,Small,Laughing gull,Day,0,0,0,
PORTLAND INTL (OR),MD-83,None,1997-06-27,ALASKA AIRLINES,Oregon,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,1997-06-27,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
CHICAGO MIDWAY INTL ARPT,B-737-200,None,1997-06-27,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Dusk,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1997-06-28,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,1997-06-28,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130
HOUSTON-HOBBY,B-737-300,None,1997-06-28,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
DENVER INTL AIRPORT,B-737-400,None,1997-06-28,US AIRWAYS*,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,175
JOHN F KENNEDY INTL,B-767-200,None,1997-06-28,TRANS WORLD AIRLINES,New York,Landing Roll,Small,Laughing gull,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-757-200,None,1997-06-29,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,
LOS ANGELES INTL,MD-82,None,1997-06-29,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
GREATER PITTSBURGH,DC-9-30,None,1997-06-29,US AIRWAYS*,Pennsylvania,Landing Roll,Small,European starling,Day,0,0,0,135
SALT LAKE CITY INTL,MD-90-30,None,1997-06-29,DELTA AIR LINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,None,1997-07-02,US AIRWAYS*,North Carolina,Take-off run,Large,Unknown bird - large,Day,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-80,Minor,1997-07-02,AMERICAN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,135
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,1997-07-02,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Killdeer,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1997-07-02,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,135
NEW ORLEANS INTL,B-737-300,Substantial,1997-07-03,SOUTHWEST AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,130
PORTLAND INTL (OR),B-737-400,None,1997-07-03,ALASKA AIRLINES,Oregon,Approach,Small,Mourning dove,Day,0,0,0,138
LOUISVILLE INTL ARPT,DC-8,None,1997-07-03,UPS AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,DC-8-70,None,1997-07-04,UPS AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,135
MINETA SAN JOSE INTL,MD-83,None,1997-07-04,AMERICAN AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,110
GREATER PITTSBURGH,MD-80,Medium,1997-07-04,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,135
PHILADELPHIA INTL,B-737-200,None,1997-07-04,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,150
EPPLEY AIRFIELD,B-737,None,1997-07-05,SOUTHWEST AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,135
JOHN F KENNEDY INTL,B-767-300,None,1997-07-05,AMERICAN AIRLINES,New York,Landing Roll,Small,Laughing gull,Day,0,0,0,140
SALT LAKE CITY INTL,B-727-200,None,1997-07-06,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,140
PHILADELPHIA INTL,B-737,None,1997-07-07,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
JOHN F KENNEDY INTL,B-767,None,1997-07-07,UNITED AIRLINES,New York,Approach,Medium,Ring-billed gull,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,Substantial,1997-07-07,ATLANTIC COAST AIRLINES,DC,Landing Roll,Small,European starling,Day,0,0,0,115
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,1997-07-07,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125
NASHVILLE INTL,B-727,None,1997-07-08,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,142
FORT LAUDERDALE/HOLLYWOOD INTL,MD-80,None,1997-07-08,DELTA AIR LINES,Florida,Landing Roll,Small,Mourning dove,Day,0,0,0,
PORTLAND INTL (OR),B-737-400,None,1997-07-09,ALASKA AIRLINES,Oregon,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,B-757-200,None,1997-07-09,UPS AIRLINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,80
LOUISVILLE INTL ARPT,B-767-300,None,1997-07-09,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,B-737-300,None,1997-07-09,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,B-727,None,1997-07-10,ASTAR AIR CARGO,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,
MINETA SAN JOSE INTL,B-737,None,1997-07-10,ALASKA AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1997-07-11,AMERICAN AIRLINES,Texas,Approach,Medium,American crow,Day,0,0,0,130
NASHVILLE INTL,B-737-200,None,1997-07-11,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,1997-07-11,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130
AUSTIN-BERGSTROM INTL,FOKKER F100,None,1997-07-11,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,Substantial,1997-07-12,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,160
LOUISVILLE INTL ARPT,FOKKER F100,None,1997-07-13,AMERICAN AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
LOS ANGELES INTL,SAAB-340,None,1997-07-13,AMERICAN EAGLE AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,DC-9,None,1997-07-13,NORTHWEST AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140
LOS ANGELES INTL,B-757-200,None,1997-07-15,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,B-767,None,1997-07-16,DELTA AIR LINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140
